order_id,order_date,product,category,region,channel,units,unit_price,cost,customer_id
104210,2024-11-23,USB-C Charger,Electronics,West,Online,2,24.91,9.0,1985
104211,2024-11-23,Lipstick Set,Beauty,South,Online,3,28.96,11.0,1871
104212,2024-11-23,Lipstick Set,Beauty,Central,Online,2,30.58,11.0,2080
104213,2024-11-23,Bluetooth Speaker,Electronics,North,Online,4,57.43,27.0,1311
104214,2024-11-23,Vacuum Cleaner,Home & Kitchen,East,Online,2,199.6,110.0,1044
104215,2024-11-23,Cotton T-Shirt,Apparel,North,Online,3,21.71,7.0,1092
104216,2024-11-23,Coffee Maker,Home & Kitchen,North,Online,1,125.61,64.0,1103
104217,2024-11-23,Running Shoes,Apparel,East,Retail,7,94.67,40.0,1698
104218,2024-11-23,Smartphone Case,Electronics,North,Online,2,19.79,6.0,2067
104219,2024-11-23,Face Serum,Beauty,South,Online,1,45.38,18.0,1838
104220,2024-11-23,Coffee Maker,Home & Kitchen,South,Retail,1,114.6,64.0,1363
104221,2024-11-23,Yoga Mat,Sports,North,Retail,3,34.65,14.0,1521
104222,2024-11-23,4K Webcam,Electronics,North,Online,7,91.71,44.0,1559
104223,2024-11-23,4K Webcam,Electronics,North,Online,1,85.78,44.0,1299
104224,2024-11-23,Lipstick Set,Beauty,South,Marketplace,2,28.99,11.0,1371
104225,2024-11-24,Smartphone Case,Electronics,South,Marketplace,3,19.54,6.0,1025
104226,2024-11-24,Smartphone Case,Electronics,East,Online,2,18.84,6.0,1281
104227,2024-11-24,Coffee Maker,Home & Kitchen,North,Online,3,121.93,64.0,1094
104228,2024-11-24,USB-C Charger,Electronics,North,Retail,1,24.9,9.0,1686
104229,2024-11-24,Yoga Mat,Sports,Central,Marketplace,5,33.43,14.0,1769
104230,2024-11-24,Yoga Mat,Sports,North,Online,4,33.63,14.0,1604
104231,2024-11-24,USB-C Charger,Electronics,South,Retail,2,26.72,9.0,1884
104232,2024-11-24,USB-C Charger,Electronics,West,Retail,2,25.25,9.0,1674
104233,2024-11-24,Coffee Maker,Home & Kitchen,West,Retail,6,118.42,64.0,1205
104234,2024-11-24,Running Shoes,Apparel,Central,Online,2,90.07,40.0,1757
104235,2024-11-24,Bluetooth Speaker,Electronics,Central,Online,3,55.91,27.0,1587
104236,2024-11-24,Denim Jeans,Apparel,North,Retail,5,62.46,28.0,1102
104237,2024-11-24,Yoga Mat,Sports,East,Marketplace,3,35.07,14.0,1413
104238,2024-11-24,Coffee Maker,Home & Kitchen,West,Online,3,111.63,64.0,1454
104239,2024-11-24,Denim Jeans,Apparel,West,Online,5,61.5,28.0,1045
104240,2024-11-24,Bluetooth Speaker,Electronics,Central,Online,5,60.06,27.0,1547
104241,2024-11-25,Bluetooth Speaker,Electronics,West,Online,3,63.0,27.0,1682
104242,2024-11-25,4K Webcam,Electronics,Central,Online,2,86.39,44.0,1307
104243,2024-11-25,Running Shoes,Apparel,West,Marketplace,2,88.05,40.0,1540
104244,2024-11-25,4K Webcam,Electronics,East,Retail,8,91.14,44.0,1677
104245,2024-11-25,4K Webcam,Electronics,South,Online,4,84.05,44.0,1017
104246,2024-11-25,Vacuum Cleaner,Home & Kitchen,South,Retail,2,195.41,110.0,1736
104247,2024-11-25,Yoga Mat,Sports,North,Online,1,35.79,14.0,2110
104248,2024-11-25,4K Webcam,Electronics,North,Online,2,83.09,44.0,1433
104249,2024-11-25,Dumbbell Set,Sports,Central,Online,3,82.2,41.0,1031
104250,2024-11-25,Denim Jeans,Apparel,West,Online,2,64.51,28.0,1721
104251,2024-11-25,USB-C Charger,Electronics,Central,Marketplace,2,25.11,9.0,2053
104252,2024-11-25,Running Shoes,Apparel,South,Retail,3,88.61,40.0,1117
104253,2024-11-25,Vacuum Cleaner,Home & Kitchen,West,Retail,1,194.42,110.0,1259
104254,2024-11-25,Lipstick Set,Beauty,South,Retail,2,29.1,11.0,1940
104255,2024-11-25,Bluetooth Speaker,Electronics,West,Online,2,60.25,27.0,1450
104256,2024-11-25,Cotton T-Shirt,Apparel,South,Online,2,22.03,7.0,1415
104257,2024-11-25,Face Serum,Beauty,Central,Retail,2,41.84,18.0,1010
104258,2024-11-25,Winter Jacket,Apparel,West,Marketplace,3,141.97,70.0,1825
104259,2024-11-25,Coffee Maker,Home & Kitchen,East,Online,3,113.06,64.0,2136
104260,2024-11-25,Winter Jacket,Apparel,Central,Online,3,137.85,70.0,1153
104261,2024-11-25,Dumbbell Set,Sports,South,Online,3,80.67,41.0,2016
104262,2024-11-25,Yoga Mat,Sports,Central,Marketplace,6,34.08,14.0,1541
104263,2024-11-25,Bluetooth Speaker,Electronics,North,Retail,4,58.73,27.0,1851
104264,2024-11-25,USB-C Charger,Electronics,West,Retail,3,26.41,9.0,1517
104265,2024-11-25,Smartphone Case,Electronics,East,Retail,8,18.21,6.0,2173
104266,2024-11-25,Face Serum,Beauty,East,Retail,3,43.87,18.0,1399
104267,2024-11-26,Hair Dryer,Beauty,North,Retail,1,69.64,33.0,1167
104268,2024-11-26,Vacuum Cleaner,Home & Kitchen,South,Online,4,188.98,110.0,1828
104269,2024-11-26,Bluetooth Speaker,Electronics,South,Online,5,58.53,27.0,1094
104270,2024-11-26,Denim Jeans,Apparel,East,Retail,4,64.19,28.0,1133
104271,2024-11-26,Hair Dryer,Beauty,North,Marketplace,2,70.08,33.0,1994
104272,2024-11-26,Yoga Mat,Sports,East,Online,5,34.77,14.0,1598
104273,2024-11-26,4K Webcam,Electronics,Central,Retail,2,97.26,44.0,1487
104274,2024-11-26,Denim Jeans,Apparel,Central,Marketplace,4,65.18,28.0,1656
104275,2024-11-26,Coffee Maker,Home & Kitchen,East,Marketplace,3,111.54,64.0,1415
104276,2024-11-26,Coffee Maker,Home & Kitchen,East,Retail,2,130.5,64.0,1740
104277,2024-11-26,4K Webcam,Electronics,North,Marketplace,2,85.81,44.0,1948
104278,2024-11-26,Running Shoes,Apparel,South,Marketplace,5,90.63,40.0,2165
104279,2024-11-26,Yoga Mat,Sports,Central,Marketplace,2,36.46,14.0,1425
104280,2024-11-26,Denim Jeans,Apparel,East,Online,1,66.79,28.0,2017
104281,2024-11-26,Lipstick Set,Beauty,West,Online,2,28.93,11.0,1803
104282,2024-11-26,4K Webcam,Electronics,West,Retail,5,87.32,44.0,1432
104283,2024-11-26,Running Shoes,Apparel,South,Online,3,85.31,40.0,1935
104284,2024-11-26,Yoga Mat,Sports,North,Marketplace,4,36.08,14.0,1259
104285,2024-11-26,Vacuum Cleaner,Home & Kitchen,Central,Retail,8,191.35,110.0,2031
104286,2024-11-26,Lipstick Set,Beauty,South,Marketplace,3,29.52,11.0,1886
104287,2024-11-26,Lipstick Set,Beauty,East,Online,1,29.6,11.0,1273
104288,2024-11-26,Coffee Maker,Home & Kitchen,North,Marketplace,3,119.33,64.0,1635
104289,2024-11-26,4K Webcam,Electronics,East,Retail,4,86.39,44.0,1694
104290,2024-11-27,Yoga Mat,Sports,West,Online,6,34.78,14.0,1399
104291,2024-11-27,4K Webcam,Electronics,Central,Online,3,94.67,44.0,1310
104292,2024-11-27,Lipstick Set,Beauty,Central,Retail,2,27.69,11.0,1369
104293,2024-11-27,Wireless Earbuds,Electronics,South,Retail,7,82.14,38.0,1878
104294,2024-11-27,Water Bottle,Sports,Central,Online,2,16.72,5.0,2180
104295,2024-11-27,Lipstick Set,Beauty,South,Online,2,29.58,11.0,1821
104296,2024-11-27,Face Serum,Beauty,East,Online,5,49.15,18.0,1013
104297,2024-11-27,4K Webcam,Electronics,South,Marketplace,2,96.09,44.0,2125
104298,2024-11-27,USB-C Charger,Electronics,North,Marketplace,5,27.28,9.0,1877
104299,2024-11-27,Cotton T-Shirt,Apparel,Central,Online,5,21.28,7.0,1614
104300,2024-11-27,Coffee Maker,Home & Kitchen,North,Retail,3,116.94,64.0,1266
104301,2024-11-27,Coffee Maker,Home & Kitchen,South,Retail,2,115.19,64.0,1911
104302,2024-11-27,Winter Jacket,Apparel,West,Online,3,143.8,70.0,1384
104303,2024-11-27,Denim Jeans,Apparel,Central,Online,3,68.39,28.0,2147
104304,2024-11-27,Water Bottle,Sports,West,Online,2,18.6,5.0,1259
104305,2024-11-27,Hair Dryer,Beauty,Central,Online,3,71.64,33.0,1088
104306,2024-11-27,4K Webcam,Electronics,East,Online,4,89.81,44.0,1119
104307,2024-11-27,Dumbbell Set,Sports,Central,Marketplace,4,77.33,41.0,1494
104308,2024-11-27,Winter Jacket,Apparel,East,Retail,3,135.71,70.0,1549
104309,2024-11-27,Vacuum Cleaner,Home & Kitchen,West,Online,4,202.16,110.0,1607
104310,2024-11-27,4K Webcam,Electronics,South,Online,2,91.41,44.0,2015
104311,2024-11-27,Cotton T-Shirt,Apparel,Central,Online,3,22.04,7.0,1432
104312,2024-11-27,Running Shoes,Apparel,North,Retail,2,84.09,40.0,1206
104313,2024-11-28,4K Webcam,Electronics,Central,Online,3,80.61,44.0,1685
104314,2024-11-28,4K Webcam,Electronics,Central,Online,1,86.51,44.0,2107
104315,2024-11-28,4K Webcam,Electronics,North,Marketplace,2,91.46,44.0,1532
104316,2024-11-28,Lipstick Set,Beauty,North,Online,5,29.82,11.0,1366
104317,2024-11-28,Yoga Mat,Sports,North,Marketplace,4,34.07,14.0,1616
104318,2024-11-28,Yoga Mat,Sports,North,Online,1,34.99,14.0,1723
104319,2024-11-28,Denim Jeans,Apparel,West,Retail,4,67.37,28.0,1817
104320,2024-11-28,Running Shoes,Apparel,West,Online,3,84.37,40.0,1604
104321,2024-11-28,Coffee Maker,Home & Kitchen,East,Online,3,111.67,64.0,1848
104322,2024-11-28,Coffee Maker,Home & Kitchen,East,Online,2,122.88,64.0,2195
104323,2024-11-28,Face Serum,Beauty,Central,Online,4,44.16,18.0,2003
104324,2024-11-28,Running Shoes,Apparel,South,Online,2,83.31,40.0,1529
104325,2024-11-28,Smartphone Case,Electronics,North,Online,5,17.69,6.0,1993
104326,2024-11-28,Denim Jeans,Apparel,East,Online,4,60.22,28.0,1616
104327,2024-11-28,4K Webcam,Electronics,West,Marketplace,2,88.33,44.0,1632
104328,2024-11-28,Winter Jacket,Apparel,Central,Retail,2,132.21,70.0,1199
104329,2024-11-28,Water Bottle,Sports,North,Online,2,17.91,5.0,1664
104330,2024-11-28,Face Serum,Beauty,South,Marketplace,5,42.12,18.0,2102
104331,2024-11-28,Bluetooth Speaker,Electronics,East,Online,2,58.7,27.0,1558
104332,2024-11-28,Lipstick Set,Beauty,West,Retail,3,29.29,11.0,1964
104333,2024-11-29,Face Serum,Beauty,East,Online,6,47.54,18.0,1966
104334,2024-11-29,Running Shoes,Apparel,West,Online,4,90.0,40.0,1477
104335,2024-11-29,USB-C Charger,Electronics,North,Online,5,25.67,9.0,2196
104336,2024-11-29,4K Webcam,Electronics,South,Retail,3,89.51,44.0,1759
104337,2024-11-29,Lipstick Set,Beauty,West,Online,1,27.79,11.0,1454
104338,2024-11-29,Running Shoes,Apparel,South,Online,2,90.45,40.0,1732
104339,2024-11-29,Cotton T-Shirt,Apparel,South,Online,3,21.19,7.0,2145
104340,2024-11-29,Bluetooth Speaker,Electronics,Central,Online,2,61.7,27.0,1004
104341,2024-11-29,Running Shoes,Apparel,South,Online,3,84.45,40.0,1633
104342,2024-11-29,Smartphone Case,Electronics,North,Retail,2,19.2,6.0,1030
104343,2024-11-29,Running Shoes,Apparel,Central,Online,4,88.15,40.0,1000
104344,2024-11-29,Cotton T-Shirt,Apparel,East,Retail,6,22.67,7.0,1792
104345,2024-11-29,4K Webcam,Electronics,Central,Online,2,88.2,44.0,1738
104346,2024-11-29,Winter Jacket,Apparel,Central,Online,2,142.23,70.0,1199
104347,2024-11-29,Coffee Maker,Home & Kitchen,East,Retail,3,122.24,64.0,1424
104348,2024-11-29,Denim Jeans,Apparel,Central,Online,2,61.69,28.0,2112
104349,2024-11-30,Winter Jacket,Apparel,South,Retail,4,145.06,70.0,1167
104350,2024-11-30,4K Webcam,Electronics,South,Marketplace,3,88.17,44.0,1194
104351,2024-11-30,Face Serum,Beauty,North,Retail,2,43.82,18.0,1999
104352,2024-11-30,Winter Jacket,Apparel,North,Retail,6,132.06,70.0,2088
104353,2024-11-30,Winter Jacket,Apparel,East,Online,2,139.86,70.0,1468
104354,2024-11-30,Yoga Mat,Sports,East,Online,4,38.19,14.0,1959
104355,2024-11-30,Winter Jacket,Apparel,East,Retail,4,143.06,70.0,1188
104356,2024-11-30,Smartphone Case,Electronics,North,Online,4,18.39,6.0,1435
104357,2024-11-30,4K Webcam,Electronics,South,Retail,4,94.51,44.0,1321
104358,2024-11-30,Hair Dryer,Beauty,Central,Online,3,68.16,33.0,1895
104359,2024-11-30,Running Shoes,Apparel,North,Marketplace,3,95.5,40.0,1688
104360,2024-11-30,Knife Set,Home & Kitchen,Central,Marketplace,4,48.28,21.0,1593
104361,2024-11-30,Coffee Maker,Home & Kitchen,North,Retail,1,118.09,64.0,1123
104362,2024-11-30,Yoga Mat,Sports,North,Marketplace,2,35.64,14.0,2065
104363,2024-11-30,Running Shoes,Apparel,South,Marketplace,4,88.16,40.0,1059
104364,2024-11-30,4K Webcam,Electronics,South,Online,4,96.91,44.0,1465
104365,2024-11-30,Denim Jeans,Apparel,East,Online,4,62.28,28.0,2105
104366,2024-11-30,USB-C Charger,Electronics,North,Online,2,25.43,9.0,1988
104367,2024-11-30,Running Shoes,Apparel,North,Online,2,85.46,40.0,1808
104368,2024-11-30,Vacuum Cleaner,Home & Kitchen,North,Online,4,205.66,110.0,2011
104369,2024-12-01,Water Bottle,Sports,North,Marketplace,4,18.01,5.0,1562
104370,2024-12-01,Water Bottle,Sports,North,Online,3,17.32,5.0,1698
104371,2024-12-01,Denim Jeans,Apparel,Central,Marketplace,4,64.25,28.0,1647
104372,2024-12-01,Dumbbell Set,Sports,South,Online,3,79.27,41.0,1074
104373,2024-12-01,Running Shoes,Apparel,South,Marketplace,5,86.82,40.0,1048
104374,2024-12-01,Water Bottle,Sports,South,Online,2,17.75,5.0,1195
104375,2024-12-01,Denim Jeans,Apparel,Central,Online,3,66.54,28.0,1051
104376,2024-12-01,Vacuum Cleaner,Home & Kitchen,Central,Online,2,194.0,110.0,1151
104377,2024-12-01,Yoga Mat,Sports,North,Online,2,34.03,14.0,1629
104378,2024-12-01,4K Webcam,Electronics,North,Retail,2,87.94,44.0,1287
104379,2024-12-01,Smartphone Case,Electronics,Central,Online,2,19.19,6.0,1075
104380,2024-12-01,Running Shoes,Apparel,East,Online,5,88.81,40.0,1018
104381,2024-12-02,Coffee Maker,Home & Kitchen,West,Online,2,118.39,64.0,2150
104382,2024-12-02,Running Shoes,Apparel,Central,Online,6,83.54,40.0,1726
104383,2024-12-02,USB-C Charger,Electronics,South,Online,3,24.07,9.0,2109
104384,2024-12-02,Coffee Maker,Home & Kitchen,East,Online,3,123.28,64.0,1467
104385,2024-12-02,Winter Jacket,Apparel,South,Retail,2,138.45,70.0,1965
104386,2024-12-02,Face Serum,Beauty,West,Retail,2,44.58,18.0,1060
104387,2024-12-02,Coffee Maker,Home & Kitchen,South,Retail,3,116.47,64.0,1782
104388,2024-12-02,Winter Jacket,Apparel,South,Online,1,137.41,70.0,2129
104389,2024-12-02,Smartphone Case,Electronics,Central,Marketplace,1,20.26,6.0,2183
104390,2024-12-02,4K Webcam,Electronics,Central,Marketplace,1,91.04,44.0,1075
104391,2024-12-02,Bluetooth Speaker,Electronics,West,Marketplace,3,56.5,27.0,1783
104392,2024-12-02,Coffee Maker,Home & Kitchen,South,Online,3,122.32,64.0,1370
104393,2024-12-02,Coffee Maker,Home & Kitchen,Central,Retail,3,124.72,64.0,1553
104394,2024-12-02,Yoga Mat,Sports,East,Retail,2,35.82,14.0,1778
104395,2024-12-02,Lipstick Set,Beauty,West,Online,2,29.3,11.0,1958
104396,2024-12-02,Smartphone Case,Electronics,South,Online,2,18.57,6.0,1909
104397,2024-12-02,Face Serum,Beauty,North,Online,2,42.14,18.0,2082
104398,2024-12-02,Denim Jeans,Apparel,East,Online,2,66.19,28.0,2194
104399,2024-12-02,Yoga Mat,Sports,East,Retail,2,33.02,14.0,1620
104400,2024-12-02,Denim Jeans,Apparel,South,Online,2,60.68,28.0,1968
104401,2024-12-02,Coffee Maker,Home & Kitchen,East,Marketplace,2,105.73,64.0,1291
104402,2024-12-02,Yoga Mat,Sports,North,Retail,4,31.58,14.0,1790
104403,2024-12-02,Winter Jacket,Apparel,North,Online,2,143.54,70.0,1410
104404,2024-12-02,4K Webcam,Electronics,West,Online,2,87.84,44.0,1545
104405,2024-12-02,Running Shoes,Apparel,West,Marketplace,2,82.15,40.0,1134
104406,2024-12-02,Yoga Mat,Sports,Central,Online,2,36.71,14.0,1018
104407,2024-12-02,Coffee Maker,Home & Kitchen,North,Online,5,116.56,64.0,2093
104408,2024-12-02,Hair Dryer,Beauty,South,Retail,3,67.32,33.0,2064
104409,2024-12-02,4K Webcam,Electronics,South,Marketplace,2,85.55,44.0,1309
104410,2024-12-02,Yoga Mat,Sports,West,Online,1,35.62,14.0,1011
104411,2024-12-02,Winter Jacket,Apparel,West,Online,3,141.3,70.0,2156
104412,2024-12-03,Water Bottle,Sports,West,Marketplace,3,17.42,5.0,1840
104413,2024-12-03,Yoga Mat,Sports,West,Online,4,32.71,14.0,2071
104414,2024-12-03,4K Webcam,Electronics,East,Marketplace,4,88.09,44.0,1056
104415,2024-12-03,4K Webcam,Electronics,South,Online,4,87.48,44.0,2140
104416,2024-12-03,Water Bottle,Sports,Central,Online,3,18.65,5.0,2166
104417,2024-12-03,Knife Set,Home & Kitchen,North,Retail,1,47.85,21.0,1792
104418,2024-12-03,4K Webcam,Electronics,Central,Marketplace,7,88.87,44.0,1526
104419,2024-12-03,Running Shoes,Apparel,North,Online,3,83.23,40.0,2051
104420,2024-12-03,Winter Jacket,Apparel,West,Online,8,139.28,70.0,1458
104421,2024-12-03,Water Bottle,Sports,North,Online,2,17.93,5.0,1948
104422,2024-12-03,Smartphone Case,Electronics,South,Marketplace,3,19.83,6.0,1441
104423,2024-12-03,4K Webcam,Electronics,North,Marketplace,3,87.7,44.0,1541
104424,2024-12-03,Running Shoes,Apparel,West,Online,5,91.07,40.0,1359
104425,2024-12-03,4K Webcam,Electronics,South,Retail,3,85.59,44.0,1746
104426,2024-12-03,Coffee Maker,Home & Kitchen,South,Online,4,119.01,64.0,1272
104427,2024-12-03,Vacuum Cleaner,Home & Kitchen,Central,Online,3,210.75,110.0,1031
104428,2024-12-03,Coffee Maker,Home & Kitchen,South,Online,2,118.98,64.0,1778
104429,2024-12-03,Denim Jeans,Apparel,Central,Retail,4,70.02,28.0,1991
104430,2024-12-03,Wireless Earbuds,Electronics,South,Online,6,79.73,38.0,1810
104431,2024-12-03,Bluetooth Speaker,Electronics,South,Retail,7,55.37,27.0,1468
104432,2024-12-04,Yoga Mat,Sports,North,Marketplace,6,34.0,14.0,1135
104433,2024-12-04,Yoga Mat,Sports,North,Online,7,37.8,14.0,1248
104434,2024-12-04,4K Webcam,Electronics,North,Retail,3,83.66,44.0,2082
104435,2024-12-04,Face Serum,Beauty,South,Online,2,45.59,18.0,1415
104436,2024-12-04,USB-C Charger,Electronics,North,Online,2,24.42,9.0,2166
104437,2024-12-04,Vacuum Cleaner,Home & Kitchen,East,Online,4,199.65,110.0,2006
104438,2024-12-04,Wireless Earbuds,Electronics,West,Online,7,77.64,38.0,1956
104439,2024-12-04,4K Webcam,Electronics,East,Online,2,93.58,44.0,2090
104440,2024-12-04,Coffee Maker,Home & Kitchen,North,Online,3,119.86,64.0,1727
104441,2024-12-04,Running Shoes,Apparel,Central,Marketplace,3,88.21,40.0,1967
104442,2024-12-04,Coffee Maker,Home & Kitchen,Central,Marketplace,8,113.93,64.0,1951
104443,2024-12-04,Smartphone Case,Electronics,West,Marketplace,6,19.48,6.0,1622
104444,2024-12-04,Running Shoes,Apparel,South,Retail,4,91.57,40.0,1986
104445,2024-12-04,Cotton T-Shirt,Apparel,West,Online,2,21.75,7.0,1840
104446,2024-12-04,Coffee Maker,Home & Kitchen,South,Retail,2,117.36,64.0,1163
104447,2024-12-04,4K Webcam,Electronics,North,Marketplace,2,87.62,44.0,1065
104448,2024-12-04,Running Shoes,Apparel,West,Marketplace,2,93.7,40.0,2178
104449,2024-12-04,Smartphone Case,Electronics,South,Online,4,19.22,6.0,1884
104450,2024-12-04,Knife Set,Home & Kitchen,South,Online,5,49.26,21.0,1977
104451,2024-12-04,4K Webcam,Electronics,South,Online,3,88.68,44.0,2099
104452,2024-12-04,Cotton T-Shirt,Apparel,East,Marketplace,4,21.3,7.0,1748
104453,2024-12-05,Lipstick Set,Beauty,North,Online,7,29.96,11.0,2127
104454,2024-12-05,4K Webcam,Electronics,Central,Marketplace,2,96.07,44.0,1489
104455,2024-12-05,Coffee Maker,Home & Kitchen,Central,Online,2,121.03,64.0,1708
104456,2024-12-05,Lipstick Set,Beauty,East,Marketplace,2,28.34,11.0,1354
104457,2024-12-05,Denim Jeans,Apparel,West,Online,3,63.3,28.0,1682
104458,2024-12-05,Coffee Maker,Home & Kitchen,East,Online,4,117.83,64.0,1179
104459,2024-12-05,Coffee Maker,Home & Kitchen,North,Online,7,118.31,64.0,1538
104460,2024-12-05,4K Webcam,Electronics,West,Online,2,93.17,44.0,1250
104461,2024-12-05,Coffee Maker,Home & Kitchen,East,Online,2,122.78,64.0,1151
104462,2024-12-05,Bluetooth Speaker,Electronics,South,Retail,7,60.3,27.0,1405
104463,2024-12-05,Winter Jacket,Apparel,North,Retail,4,145.67,70.0,1263
104464,2024-12-05,Yoga Mat,Sports,North,Online,3,34.22,14.0,2086
104465,2024-12-05,Smartphone Case,Electronics,Central,Marketplace,3,18.62,6.0,1084
104466,2024-12-05,USB-C Charger,Electronics,South,Marketplace,6,24.63,9.0,1383
104467,2024-12-05,Yoga Mat,Sports,South,Online,7,35.81,14.0,2186
104468,2024-12-05,Face Serum,Beauty,South,Online,5,45.21,18.0,1155
104469,2024-12-05,Coffee Maker,Home & Kitchen,West,Online,2,119.09,64.0,1250
104470,2024-12-05,Running Shoes,Apparel,West,Online,3,93.62,40.0,1710
104471,2024-12-05,Coffee Maker,Home & Kitchen,Central,Online,4,118.16,64.0,1724
104472,2024-12-05,Hair Dryer,Beauty,South,Marketplace,3,67.65,33.0,1185
104473,2024-12-06,Yoga Mat,Sports,Central,Online,2,33.79,14.0,1981
104474,2024-12-06,Bluetooth Speaker,Electronics,East,Online,4,59.71,27.0,1931
104475,2024-12-06,Coffee Maker,Home & Kitchen,West,Online,5,123.54,64.0,1280
104476,2024-12-06,Cotton T-Shirt,Apparel,Central,Retail,2,21.44,7.0,1331
104477,2024-12-06,Yoga Mat,Sports,East,Online,2,34.24,14.0,1345
104478,2024-12-06,Vacuum Cleaner,Home & Kitchen,North,Online,4,199.17,110.0,1564
104479,2024-12-06,Face Serum,Beauty,East,Retail,2,45.2,18.0,1932
104480,2024-12-06,4K Webcam,Electronics,West,Retail,2,94.68,44.0,1337
104481,2024-12-06,Dumbbell Set,Sports,North,Marketplace,4,76.05,41.0,1866
104482,2024-12-06,4K Webcam,Electronics,East,Retail,3,87.62,44.0,1387
104483,2024-12-06,Coffee Maker,Home & Kitchen,North,Online,2,121.04,64.0,1561
104484,2024-12-06,Face Serum,Beauty,North,Online,5,47.54,18.0,1427
104485,2024-12-06,Water Bottle,Sports,North,Retail,2,17.69,5.0,1630
104486,2024-12-06,Running Shoes,Apparel,East,Online,1,88.23,40.0,1903
104487,2024-12-06,Water Bottle,Sports,West,Retail,2,16.7,5.0,2099
104488,2024-12-06,Winter Jacket,Apparel,West,Online,4,141.36,70.0,1985
104489,2024-12-06,Dumbbell Set,Sports,West,Online,1,82.35,41.0,1924
104490,2024-12-07,Coffee Maker,Home & Kitchen,West,Online,1,125.22,64.0,2011
104491,2024-12-07,Face Serum,Beauty,North,Online,5,45.45,18.0,1735
104492,2024-12-07,Bluetooth Speaker,Electronics,West,Marketplace,1,62.42,27.0,1486
104493,2024-12-07,Face Serum,Beauty,South,Online,4,47.69,18.0,1068
104494,2024-12-07,4K Webcam,Electronics,East,Online,4,88.55,44.0,2094
104495,2024-12-07,Running Shoes,Apparel,East,Retail,3,86.25,40.0,1587
104496,2024-12-07,Coffee Maker,Home & Kitchen,North,Online,4,118.17,64.0,1600
104497,2024-12-07,Running Shoes,Apparel,North,Retail,1,92.21,40.0,1954
104498,2024-12-07,Running Shoes,Apparel,East,Online,2,96.72,40.0,1680
104499,2024-12-07,4K Webcam,Electronics,North,Retail,1,81.51,44.0,2104
104500,2024-12-07,Face Serum,Beauty,South,Online,7,47.78,18.0,1500
104501,2024-12-07,Yoga Mat,Sports,West,Retail,8,34.53,14.0,1416
104502,2024-12-07,Lipstick Set,Beauty,South,Marketplace,3,27.55,11.0,2041
104503,2024-12-07,Cotton T-Shirt,Apparel,Central,Retail,3,24.17,7.0,1602
104504,2024-12-07,Cotton T-Shirt,Apparel,East,Retail,2,22.14,7.0,1899
104505,2024-12-07,Knife Set,Home & Kitchen,Central,Marketplace,3,47.68,21.0,1042
104506,2024-12-08,Bluetooth Speaker,Electronics,North,Online,6,61.57,27.0,1636
104507,2024-12-08,4K Webcam,Electronics,South,Marketplace,2,87.83,44.0,1709
104508,2024-12-08,Knife Set,Home & Kitchen,North,Online,4,50.16,21.0,1355
104509,2024-12-08,Face Serum,Beauty,West,Online,2,44.72,18.0,1748
104510,2024-12-08,Running Shoes,Apparel,North,Marketplace,7,89.57,40.0,1296
104511,2024-12-08,Yoga Mat,Sports,South,Retail,2,35.24,14.0,1731
104512,2024-12-08,Yoga Mat,Sports,North,Online,5,35.41,14.0,1888
104513,2024-12-08,Air Fryer,Home & Kitchen,West,Online,8,103.14,52.0,1622
104514,2024-12-08,Running Shoes,Apparel,East,Online,3,85.52,40.0,1737
104515,2024-12-08,Coffee Maker,Home & Kitchen,North,Online,2,114.58,64.0,1952
104516,2024-12-08,Yoga Mat,Sports,Central,Retail,4,34.51,14.0,1379
104517,2024-12-08,Smartphone Case,Electronics,Central,Online,3,18.69,6.0,1621
104518,2024-12-08,Knife Set,Home & Kitchen,Central,Online,5,51.02,21.0,1259
104519,2024-12-08,Bluetooth Speaker,Electronics,South,Online,3,57.96,27.0,1388
104520,2024-12-08,Face Serum,Beauty,West,Online,2,44.88,18.0,1525
104521,2024-12-08,Face Serum,Beauty,Central,Retail,2,45.99,18.0,1147
104522,2024-12-08,4K Webcam,Electronics,North,Online,2,85.35,44.0,1359
104523,2024-12-09,Winter Jacket,Apparel,North,Online,2,140.12,70.0,1068
104524,2024-12-09,Yoga Mat,Sports,West,Online,3,37.27,14.0,1436
104525,2024-12-09,USB-C Charger,Electronics,North,Online,3,24.3,9.0,1097
104526,2024-12-09,Running Shoes,Apparel,South,Retail,2,95.5,40.0,1359
104527,2024-12-09,Winter Jacket,Apparel,East,Marketplace,2,128.34,70.0,1805
104528,2024-12-09,Winter Jacket,Apparel,South,Online,2,139.92,70.0,2197
104529,2024-12-09,Coffee Maker,Home & Kitchen,East,Online,2,114.93,64.0,1601
104530,2024-12-09,Yoga Mat,Sports,East,Online,3,37.17,14.0,1831
104531,2024-12-09,Denim Jeans,Apparel,South,Online,3,65.54,28.0,1489
104532,2024-12-09,Smartphone Case,Electronics,North,Marketplace,3,18.46,6.0,1899
104533,2024-12-09,Yoga Mat,Sports,North,Marketplace,3,35.19,14.0,1986
104534,2024-12-09,4K Webcam,Electronics,South,Retail,3,90.93,44.0,1298
104535,2024-12-09,Winter Jacket,Apparel,West,Online,6,136.85,70.0,1286
104536,2024-12-09,Yoga Mat,Sports,South,Retail,3,34.34,14.0,1444
104537,2024-12-09,Running Shoes,Apparel,North,Retail,2,93.93,40.0,1043
